video_id,captions
G_23012,"['A pillar is rotating', 'Four workers are assisting with mechanical work', 'Two people wearing red clothes and glasses are rotating the device', 'Four people wearing red clothes holding a pipe', 'A group of people are rotating the drill bit']"
G_23035,"['Some large industrial equipment is in operation', 'Many men and women work in the workshop', 'Some people are operating machinery', 'One person assembling a vehicle', 'A few people are assembling a car']"
G_23028,"['Different construction scenarios are displayed', 'Several workers are working on the construction site', 'Several tower cranes are operating', 'People wearing orange clothes are working on the construction site', 'A person is moving goods']"
G_23170,"['Some soldiers are lining up with guns', 'Soldiers in training', 'The soldiers are speaking', 'A group of soldiers gathered together to go', 'A soldier is talking']"
G_23142,"['A woman in blue is dancing', 'A Hanfu little sister dancing on the train', 'A woman in Hanfu is dancing on the high-speed rail', 'Girls dressed in traditional Chinese clothing dance inside the train', 'A woman dressed in Hanfu performs a dance performance']"
G_23508,"['An airship ignited and launched at night', 'A rocket is being launched', 'A rocket is being launched', 'A space rocket flies into space', 'The spacecraft takes off at night']"
G_23390,"['The woman is taking photos of the flowers', 'Two women talking across a computer', 'A row of people are processing business at the window', 'The staff handles business for others in front of the computer', 'Two employees working in front of the computer']"
G_23221,"['A car drove past the red house', 'A police officer is talking next to a car', 'Russia reserves the right to respond to the attack', 'The drill bit is advancing underground', 'A police officer drove away the car']"
G_23095,"['Tourists playing among the bamboo forests', 'A bamboo forest bathed in the sunlight', 'There are many bamboo trees in the bamboo forest', 'A house built in the forest', 'There is a white house in the bamboo forest on the mountain']"
G_23051,"['There are a lot of people crowded together', 'A group of people wandering around', 'Many people receive services in scenic spots', 'There are many people gathered in a public area', 'Many people are queuing in the lobby']"
G_23240,"['Two long haired women wearing masks are talking', 'A woman wearing a mask is talking', 'Penalty amount by procuratorial organs', 'Many people are visiting the ancient pavilions in Shanghai', 'A few people wearing masks stood talking']"
G_23428,"['Some rescue workers cut off the resin and removed it from a white car', 'Firefighters clean up trees and branches', 'Firefighters saw branches with an electric saw', 'The firefighters are pulling a tree, there are cars in the tree', 'Three firefighters are moving a part of a large tree']"
G_23351,"['Tourists queue up at the window to buy tickets', 'Many people and cars travel on the road surface', 'A group of people walking back and forth', 'Many people walk on the streets', 'A group of pedestrians walking on the road']"
G_23598,"['Firefighters rehearsing on open ground', 'Rescue workers are rehearsing for disaster relief', 'Ground fire rescue team conducts drills', 'Ground fire rescue team conducts drills', 'Many people wearing orange clothes are pushing green boxes on the blue ground']"
G_23178,"['A group of people walking wearing masks', 'People are participating in reading activities', 'People are visiting', 'A group of people are watching a movie', 'A group of people stood watching the video']"
G_23449,"['A person wearing a blue shirt walked through a green vegetable field', 'Walking alone in the field', 'field', 'Walking in the vegetable garden, the vast vegetable garden', 'A person is walking in a field full of vegetables']"
G_23041,"['Three people floating in a narrow space', 'Three people wandering around the space station', 'Some people wearing blue clothes are active in the spacecraft', 'Three people wearing blue clothes are working in the space station', 'Three people working in a pile of machines']"
G_23551,"['Shooting urban development from the sky', 'Good progress in urban construction', 'Many houses have been built on the vacant land', 'Many houses have been built on the vacant land', 'Drone aerial photography of urban residential and industrial areas']"
G_23446,"['Many people walk on the streets of the city', 'Urban Street View', 'Foreign Scenarios', 'Jiang Jing, Vehicles and Pedestrians', 'On a sunny day, many people are walking on a street']"
G_23206,"['Passengers at airports and ship docks', 'A ship docked on the shore', 'Large increase in traffic during the May Day holiday', 'Some people are dancing, attracting a lot of onlookers', 'Five planes are parked in a terminal building, and ships are traveling on the water surface']"
G_23394,"['Two people are under the white tarpaulin, two large cars are driving in the mountains, and people are climbing the mountain', 'Several signboards are pasted on the iron pole', 'A red slogan stands on the street', 'Red hexagonal signs and rectangular signs hang on a pillar', 'There is a white sign on the road with a road safety reminder']"
G_23282,"['There are multiple damages on the wall', 'There are some people in front of a magnificent building', 'Many walls of residential buildings are damaged', 'A house is damaged', 'Some buildings are on the ground']"
G_23360,"['There are large areas of bungalows in the ancient town', 'Four men handed the orange vest to the woman next to them', 'Several people in red clothes are sitting on the ship', 'Some people are wearing life jackets and sitting in lifeboats', 'The firefighter handed the fire suit to a woman']"
G_23399,"['People return by train, plane, or car', 'A large car overturned its bicycle while turning right', 'A black luxury car is driving on the road', 'A black sedan is driving behind a white bus', 'A mud tanker scraped onto a pedestrian on the roadside when turning right']"
G_23254,"['There is a sign on the sign prohibiting drones', 'A large number of tourists are sitting at the gate to watch the ride', 'Castle complex under white clouds', 'A red house stands on the ground', 'Behind the sign is a building']"
G_23525,"['A person is checking the plane', 'One person is repairing the plane', 'A plane has taken off', 'A red and white aircraft flew off the runway', 'Aircraft takes off and lands']"
G_23004,"['A tall tower shaped building stands on a clearing in the forest', 'A steel structure towering on the flat ground', 'A steel building built on the ground', 'The giant drilling machine is working', 'There is a huge drilling equipment in the forest']"
G_23256,"['Two people discussing in the room', 'Monitoring shows a large number of tourists at the station', 'Two men are talking', 'Two men sitting in chairs chatting', 'Two men are talking']"
G_23565,"['Workers engaged in construction on the bridge', 'Many excavators and cranes are working on the construction site', 'The construction site at the seaside is under construction', 'The construction site at the seaside is under construction', 'Some basic buildings are being constructed']"
G_23100,"['Many tourists enter high-speed rail stations', 'Many people get on and off at high-speed railway stations', 'Many people queue and walk by the high-speed rail', 'Many pedestrians walked by the train', 'Many people rush to walk at the train station']"
G_23226,"['A giant white palace', 'The machine is printing money', 'American style economic governance has made repeated mistakes', 'Many machines are working in the factory', 'Many banknotes']"
G_23540,"['Particles from the sky shoot into a planet', 'The Earth rotates in space', 'White rays shooting towards Earth', 'Multiple rays shooting towards Earth', 'Particles entering Earth from space']"
G_23213,"['Many operational optical cables and computers', 'Both hands are typing', 'The United States launches online liquidity protests', 'The workers choose drill bits, and a man is introducing drilling fluid', 'Typing with hands on the keyboard']"
G_23535,"['Four men are watching a video', 'A group of people working together to discuss', 'Some people work in front of computers', 'There is a huge screen in the white room', 'Many people are watching computers in white rooms']"
G_23171,"['Some soldiers are standing by the tank', 'Soldiers in training', 'Under the setting sun, cannons fired shells', 'A gun barrel fires shells into the distance', 'A soldier is talking']"
G_23098,"['Riding races on the seaside road', 'Many people are riding bicycles', 'Many people ride motorcycles to participate in activities', 'Many people ride bicycles on the same road', 'There are many people riding motorcycles on the streets']"
G_23292,"['Many people gathered at the base of a wall', 'Some people are exercising', 'A man and a woman holding an umbrella are standing', 'At night, several people stood in the rain under umbrellas', 'Some people move on the ground on rainy days']"
G_23215,"['There are white characters on the black computer screen', 'Characters scrolling on the screen', 'Development of Cyber Attack Weapons by the Central Intelligence Agency of the United States', 'Some people are dancing, attracting a lot of onlookers', 'Code lines scrolling on the screen, typing with one hand']"
G_23061,"['Many tourists are passing security checks', 'Many pedestrians are on their way', 'The blue screen at the station displays train information', 'The crowd walked through the passage in an orderly manner', 'Many people queue up to walk']"
G_23408,"['Two rescue workers and a man pulled back through the anti-theft window', 'Firefighters rescue girls from the window', 'Two firefighters', 'Two firefighters are rescuing people', 'Two firefighters are rescuing a person by the window']"
G_23047,"['A person floats and moves in a narrow space', 'A man exercising on the space station', 'A person dressed in blue is active in the spacecraft', 'People wearing blue clothes work in the space station', 'One person supporting the armrest kicking']"
G_23032,"['Several people dressed in red and white are dancing', 'People wearing special costumes are dancing', 'Some elderly people are dancing', 'Two people dancing in the crowd', 'A few people are singing and dancing']"
G_23419,"['Some rescue workers wearing raincoats pushed a silver van out of the waterlogged road section', 'Several people in black are pushing carts on rainy days', 'Several people pushing a van trapped in the water', 'Firefighters push carts at night', 'At night, a silver van broke down in the water']"
G_23267,"['People walk on the street holding up words', 'A person is using a nail machine and a nail gun', 'Many people marched together holding flags', 'A large crowd marched on the square', 'Many people on the ground']"
G_23327,"['A group of people are playing with white cloth', 'Workers in blue clothes are assembling next to the blades', 'People work on white bladed machinery', 'Construction by blue clad workers', 'Workers wearing blue clothes work on the assembly line']"
G_23200,"['A group of people boarded the high-speed rail', 'Two boys are filming a train', 'Special tourism trains are very popular', 'The beautiful the Old Town of Lijiang welcomes many tourists', 'A group of people are boarding the high-speed train']"
G_23570,"['A few people are investigating in the old house', 'Some people are looking at ancient houses', 'The staff introduced the ancient mansion to the tourists', 'The staff introduced the ancient mansion to the tourists', 'Three people in orange clothes inspecting old houses']"
G_23027,"['Many people in white clothes work in the workshop', 'Many workers work in the workshop', 'Many people are taking photos with their phones', 'Many people are taking photos with their phones', 'Tourists taking photos']"
G_23448,"['The glorious land dries up and cracks', 'Land drought leading to ground fissures', 'Land drying up and cracking', 'Crowds and Dry Ground', 'Many lands on a Gobi desert have already cracked']"
G_23230,"['A person in gray clothes is carrying white goods', 'Two men in dark blue clothes unloading cargo at the back of the truck', 'Most believe that the US economy will deteriorate in the future', 'Freight transportation drives economic growth', 'Two people are moving boxes from the truck']"
G_23260,"['Helicopters and artillery fired shells multiple times', 'Aerial photography showcases the charm of the ancient city', 'An aircraft engine is spewing fire', 'A helicopter is firing', 'A gun on the ground']"
G_23380,"['Tourists take photos of murals', 'Many people sat around the round table for a meeting', 'A group of people sitting in a circle', 'A group of people gathered in a circle in the conference room for a meeting', 'Many people are in a circular conference room']"
G_23288,"['Multiple people running in the room', 'Some people are waiting in the outpatient lobby', 'Several men running in the cabin', 'Three men rushed down the stairs', 'Some people are moving inside the building']"
G_23420,"['Some rescue workers walked with searchlights on', 'Firefighters put on life jackets and cross the river', 'Several rescue workers walking in the water', 'Firefighters walking forward at night', 'Several firefighters waded forward in the water at night']"
G_23162,"['A group of workers are working on a high building', 'Workers building houses', 'Construction workers working', 'Two people are moving ladders on the construction site', 'Two people standing upstairs']"
G_23393,"['People engage in marathons and travel', 'Many people talk through glass windows', 'A police officer and a man are talking through the glass', 'Uniformed police officers handle business for citizens at the window', 'Two men wearing white clothes are inquiring about the staff']"
G_23538,"['A man is debugging the device', 'One person is repairing the machine', 'The blue machine is facing the sky', 'A man dressed in blue is operating a blue box', 'People wearing blue clothes repair blue machines']"
G_23138,"['Aerial photographs of some architectural complexes', 'Many people visit the village', 'Many houses gather together', 'Tourists visiting rural attractions', 'Tourists participating in music festivals']"
G_23062,"['Many tourists pass through safety gates', 'Many people are passing through the gate', 'At the ticket checkpoint of the station, people queue up in order to check their tickets', 'Many people queue up to pass the gate', 'Many people lined up to pass the inspection']"
G_23135,"['A large number of tourists are taking the stairs', 'Many people are queuing to buy tickets to enter the cave scenic area', 'Many people are visiting a building with a sandy texture', 'Tourists visiting tourist attractions', 'Numerous tourists visiting scenic spots']"
G_23128,"['Some environmental conditions during rainy weather', 'Many rivers increase in flow during the rain', 'Streets and rivers that are raining heavily', 'The city is raining heavily', 'Various rainstorm scenes']"
G_23583,"['The yellowing water has not crossed the road', 'A small boat passes under the bridge', 'Heavy rainfall occurs in mountainous areas', 'Heavy rainfall occurs in mountainous areas', 'The brown water flooded the brown house']"
G_23008,"['A building appears in animated form', 'A metal drill bit is rotating', 'A yellow metal device is rotating', 'A slender pipeline goes deep underground', 'Schematic diagram of drilling exploration process']"
G_23326,"['A group of people are playing with white cloth', 'Multiple white windmill blades are placed on the ground', 'White blade type machinery on the ground', 'Windmill blades on the ground', 'Several white elongated pieces arranged together']"
G_23344,"['Four people walking in front of a group of people', 'Two men and two women walked down the stairs with the red carpet', 'Four people walked through the crowd next to them', 'Four people walking together', 'Two men in suits and two women walked across the red carpet']"
G_23064,"['Several tables of tourists eating hot pot', 'Some people are eating', 'Eating at restaurants and people on the street', 'Four people eating at the table', 'Four people eating at the same table']"
G_23300,"['There is a river next to the town', 'In the river next to a brown wooden house, the water is very turbulent', 'The turbid river water is flowing', 'River waves rolling', 'A turbid river passes by a Chinese style building on the bank']"
G_23014,"['A slender building appears in different scenes', 'A steel structure towering in the mountains', 'A steel building built on the ground', 'A pipeline goes deep underground', 'There is a huge drilling equipment']"
G_23156,"['A tall building is on the roadside', 'A huge foreign bank', 'Various scenarios of banks', 'A building marked in English', 'A building standing on the roadside']"
G_23040,"['Some Chinese style buildings stand under the blue sky', 'Traditional architecture is bustling with visitors', 'Some flower lanterns are placed between the pavilions', 'There are many flowers in front of the black and white building', 'A building with white walls and black tiles']"
G_23381,"['A man withdraws money in front of an ATM, and a woman withdraws money from an employee', 'Many cars are driving on the road surface', 'Many cars are driving on the road', 'All kinds of cars come and go on the highway', 'Traffic flow on the road']"
G_23187,"['Some planes are flying', 'A pilot is piloting an airplane', 'Planes flying in the sky', 'A national flag fluttering in the air', 'A pilot is piloting a plane']"
G_23515,"['Many people are walking on crowded roads', 'A group of people walking on the street', 'There are many pedestrians rushing forward on the street', 'A bald man wearing a suit, sunglasses, and a red mask', 'People wearing masks walking on the streets']"
G_23216,"['Black machine flashing yellow light', 'Both hands are typing', 'Important departments using network security protection', 'The drill bit is advancing underground', 'Typewriting with one hand on the keyboard']"
G_23411,"['The red flag flutters in the wind', 'The five star red flag fluttered in the air', 'Some scenes, architecture, and cultural landscapes', 'Various flags and buildings', 'Shooting landmark buildings in a city from multiple perspectives']"
G_23279,"['There is a lot of water under the bridge', 'The machine is printing paper money', 'A excavator is digging soil at the riverbank entrance', 'Many people operate excavators to block embankments', 'Two bridges on the ground']"
G_23550,"['Red light appears in the sky', 'Beautiful aurora appears in the sky', 'Photography enthusiasts shoot aurora', 'Photography enthusiasts capture aurora', 'A person captured the blue aurora']"
G_23546,"['A woman wearing a red raincoat riding a motorcycle on a rainy day', 'Motor vehicles sailing in the rain', ""It's raining heavily on the street"", 'A white car is driving in the rain', 'Electric vehicles and sedans driving in the rain']"
G_23337,"['Two excavators are digging for stones', 'Excavators and bulldozers digging stones in the river', 'From the side view, the excavator is digging soil in the river', 'Excavator filling', 'An excavator and a bulldozer filled the river with stones and soil']"
G_23236,"['A group of people wearing masks and black clothes are sitting on chairs', 'A group of people sitting on chairs', 'Playing emotional cards and using the psychology of the elderly to deceive them', 'Building in the United States', 'A group of people in court are currently undergoing a trial']"
G_23207,"['There is a lake and a camel in the desert', 'A group of people riding camels in the desert', 'Dunhuang May Day has a large number of people', 'Workers and mechanized equipment are drilling', 'There is a city and a lake in the desert, where people walk on camels']"
G_23212,"['Fingers tapping on the keyboard', 'Both hands are typing', 'Provide internet command tools', 'Several workers operate drill bits', 'Typewriting with one hand on the keyboard']"
G_23295,"['Many people walk in the water with flashlights', 'A house in the bamboo forest', 'Two men pushing kayaks in the water', 'Two men pushing liferafts on the water at night', 'Some people move on boats in the water']"
G_23568,"['Spacecraft flying in space', 'The spacecraft is cylindrical in shape', 'The spacecraft is operating well', 'The spacecraft is operating well', 'The white space capsule is flying in space']"
G_23251,"['Multiple buildings in the background', 'A large number of tourists are preparing to experience cruise ships', 'A large clock is installed on the beautiful building in the center', 'A red house bathed in the sunlight', 'Many cars and people are building']"
G_23591,"['Some shots from the White House in the United States', 'The White House is flying the American flag', 'The United States Capitol', 'The United States Capitol', 'The white house is behind the green trees']"
G_23513,"['A few people seem very frustrated', 'A man is touching his head', 'A man holding his head in a frenzy', 'A man holding his head and forehead, his face anxious', 'People feel troubled']"
G_23507,"['An airship rotates in space', 'A satellite is changing its shape', 'Several spacecraft are docking', 'Two spacecraft assembled into a T-shape', 'Docking of two parts of the spacecraft']"
G_23597,"['The firefighter drove several fire off-road vehicles past', 'Rescue personnel are transporting rescue supplies', 'Ground fire rescue team conducts drills', 'Ground fire rescue team conducts drills', 'Many people wearing orange clothes are pushing green boxes']"
G_23303,"['Two people walked into the glass door', 'Many people walk on the street', 'People walking on the street', 'Crowds walking through the street', 'A group of people walking on the street']"
G_23350,"['The cruise ship sailed slowly across the river', 'Two men and two women walked down the stairs side by side', 'Two men and two women walked towards each other', 'Two men and two women are walking on the red carpet', 'Two men and two women walking forward on the red carpet']"
G_23269,"['Various flags are floating', 'A person is scraping the wall ash', 'The national flag flies alone', 'Flags fluttering in the air', 'The flag fluttered on the roof']"
G_23447,"['Many people and cars pass through the streets', 'A group of people crossing the zebra crossing', 'Traffic congestion', 'Vehicles and people in motion', 'There are many vehicles and pedestrians passing at a traffic light intersection']"
G_23201,"['High speed rail passing through high-speed rail stations', 'A train departs from the following train', 'Multiple means to expand line capacity', 'Mechanized equipment in the construction of hydropower stations', 'A high-speed train departs, and a group of people take the elevator down']"
G_23161,"['There are some people and products in the supermarket', 'People are purchasing food in supermarkets', 'People are browsing supermarkets', 'A group of people are shopping in the supermarket', 'A person is selecting products']"
G_23043,"['Chinese and modern architecture stand under the blue sky', 'Adjacent to traditional buildings and high-rise buildings', 'Many buildings stand in the distance', 'Many tall buildings stand behind trees', 'A group of buildings in the sunshine']"
G_23217,"['Human fingers operating the computer', 'A person typing in front of a computer', 'Properly partition network security', 'A man is introducing drill bits', 'Typing with hands on the keyboard']"
G_23403,"['Some vehicles are driving on overpasses', 'The traffic flowed straight past the roadside', 'How many cars are going uphill', 'Vehicle on bridge, vehicle coming, stationary truck', 'Many vehicles are driving on the road']"
G_23190,"['There is a tall building on the roadside', 'A foreign bank', 'Various scenarios of banks', 'A white building', 'A group of people walking by the building']"
G_23309,"['Aircraft moving at the airport', 'The white plane parked on the apron at the airport', 'The plane is taking off', 'The plane flew over the apron', 'A plane is moving on the airport apron']"
G_23259,"['Tanks fired shells multiple times', 'A person holding a microphone is talking at the ticket checkpoint', 'A tank is firing', 'A tank is firing', 'A car on the ground']"
G_23105,"['Two police officers operate drones to capture others', 'Two black clad police officers manipulate drones for attack', 'Two people training to operate a traversing machine', 'Two police officers operate drones', 'Military and police operate drones to carry out riot prevention task drills']"
G_23053,"['Many tourists are getting on the bus one after another', 'A river flows through the mountains', 'The ship sailed on the water at the foot of the mountain', 'Multiple ships sailing on the river surface', 'Many boats are on the river by the mountain in the evening']"
G_23391,"['The woman exhales into the instrument for examination', 'Two people talking through a glass window', 'A police officer and a man are talking through the glass', 'Office staff are processing documents for incoming visitors at the window', 'A police officer is communicating with a man at his desk']"
G_23001,"['Construction is underway in the mountains', 'Man and excavator construction in mountainous areas', 'Excavators and workers working', 'Excavators working on hillsides', 'Workers are working in the mountains']"
G_23557,"['On both sides of a river are buildings', 'A place with beautiful surroundings and towering buildings', 'The civil servant is currently working', 'The civil servant is currently working', 'Drone aerial photography of the scenery of the new area']"
G_23361,"['The shift information is displayed on the TV screen', 'Three men were pulling a small boat carrying people forward in the water', 'A person with a red helmet is sitting in the boat looking at the building', 'Four lifeguards towing a boat while walking in the water', 'Three firefighters pushed the raft forward']"
G_23049,"['Many small boats are sailing in the river', 'A man is speaking', 'A person wearing glasses and black clothes is talking with a microphone', 'Many small boats sail on the river', 'There are many rafts traveling on the river surface']"
G_23421,"['Some rescue workers rescued a man from the bushes', 'Firefighters rescue trapped people in the forest', 'Three rescue workers and one person holding an umbrella', 'Three firefighters and a person holding an umbrella are helping someone', 'Two firefighters rescued a person trapped in a tree at night']"
G_23080,"['Tourists take photos in front of murals to appreciate', 'Many people are admiring the paintings on the wall', 'People take photos before painting', 'Many people are admiring a mural', 'Many people take photos of the paintings on the wall']"
G_23205,"['Passengers taking high-speed trains and airplanes', 'A train is running', 'Large number of daily senders', 'There are deep wells for oil extraction in deserts, oceans, and jungles', 'A group of people are queuing, trains are running, and planes are flying']"
G_23034,"['A European style building stands on the street', 'Two men walking on the street', 'Some people passed by the bank', 'Two people dressed in black walked past the bank', 'The facade of a bank']"
G_23432,"['Some personnel are working in the wilderness', 'Excavator digging soil in the field', 'Farmers working in the fields', 'People are supplying water to the rice fields', 'A group of workers are building a diversion channel']"
G_23263,"['Pedestrians walking on rainy streets', 'There are a large number of pedestrians at the gate', 'Several pedestrians carrying umbrellas crossed the sidewalk', 'The sky is thundering at night', 'Lightning appears on rainy days']"
G_23429,"['The river flows rapidly during heavy rain', 'Rivers flow rapidly on rainy days', 'water flow', 'Rivers and Rain', 'A river is flowing downstream along the river channel']"
G_23506,"['An airship showcases itself in space', 'A satellite is spinning', 'A white spacecraft with yellow solar sails', 'A space station rotates in space', 'The white spaceship rotates']"
G_23445,"['A person wearing black socks sitting on the sofa making a phone call', 'A group of people working in the office', 'Lying alone on the sofa making phone calls', 'Office, people lying on the phone', 'A man is sitting on the sofa, reading materials and making a phone call']"
G_23368,"['The man showcases his achievements', 'Water inundates the streets and lower floors of buildings', 'A classical building on a rainy day', 'Many trees are soaked in stagnant water', 'The surroundings of the house are filled with floods']"
G_23091,"['Hospital respiratory detector', 'A machine is conducting data collection', 'A woman is undergoing medical instrument testing', 'A curve is being displayed on a screen', 'A curve is being drawn on a screen']"
G_23339,"['Giant pandas walking in the snow', 'A giant panda is eating and moving in the snow', 'Pandas are eating', 'Giant pandas foraging in the snow', 'A giant panda sitting on the snow eating bamboo leaves']"
G_23580,"['Water flows out and converges through cracks in the stones', 'Melting snow forms spring water', 'The spring water flows on the stones', 'The spring water flows on the stones', 'Water flows between stones']"
G_23052,"['There are many small boats in the distance on the lake next to the small island', 'Multiple ships sailing on the river surface', 'Many ships carrying people sail on the water', 'Multiple cruise ships carrying people are sailing on the river surface', 'A boat carrying people is sailing on the river by the mountain']"
G_23345,"['A group of people gathered together holding signs', 'People holding banners to protest', 'The crowd waved signs with words written on them', 'People demonstrating', 'Some people hold white display boards with slogans written on them']"
G_23264,"[""It's been raining on the street"", 'A family eats hot pot in a restaurant', 'Thunder and rain in the sky', ""It's raining rainstorm at night"", 'Lightning appears on rainy days']"
G_23241,"['Several black clad police officers are holding onto the black clad person', 'A man in black is sitting on a chair', ""Scammers use old people's information to block and draw big cakes"", 'The spacecraft is flying outside the Earth, and there are several astronauts inside', 'A group of people wearing masks stood while a man sat']"
G_23013,"['Two people spinning something', 'Two people are observing mechanical components', 'Two people wearing red clothes and white helmets and gloves are rotating the device', 'Two people in red are debugging the drill bit', 'Two workers are wiping things']"
G_23315,"['Refueling a car alone', 'The staff at the gas station are refueling the car', 'There are trees in the city', 'Oil truck passing through intersection', 'A man is refueling a black car']"
G_23088,"['Patient queuing and passing in hospitals', 'Some people are queuing up', 'People come and go in the hospital lobby', 'A public place gathers many people', 'Many people are queuing in front of the window in the lobby']"
G_23389,"['Male doctors treat patients, while female nurses guide the elderly for treatment', 'Many cards are neatly arranged on the table', 'A man and a woman are talking through glass', 'The staff handles business for incoming people at the window', 'There are many Hong Kong, Macao, and Taiwan passes on the desktop']"
G_23273,"['There are many cars and pedestrians on the street', 'Two people talking at the bank entrance', 'Multiple cars passing through the road on sunny days', 'Many cars are driving on the road', 'Many people and cars are on the ground']"
G_23166,"['Some people stand on top of buildings', 'People climb to the top of important buildings', 'Under the dark clouds, the national flag fluttered', 'A flag fluttering on the roof', 'A building bathed in sunlight']"
G_23328,"['Several cars driving on the road', 'A truck loaded with white leaves parked on the roadside', 'White blade type machinery on trucks', 'Big trucks driving on the road', 'Many red trucks loaded with white strip shaped objects']"
G_23594,"['Firefighters are rehearsing the occurrence of natural disasters', 'Rescue workers are rehearsing for disaster relief', 'Rescue personnel conduct post earthquake rescue drills', 'Rescue personnel conduct post earthquake rescue drills', 'Several people are conducting disaster relief exercises']"
G_23134,"['Large number of tourists visiting buildings', 'Many people are queuing up to enter the cave scenic area', 'Many people are visiting a building with a sandy texture', 'Tourists visiting tourist attractions', 'Numerous tourists visiting scenic spots']"
G_23306,"['A building', 'There are leaves swaying in the wind next to a building', 'Different buildings', 'building', 'A sign is engraved on a building']"
G_23536,"['The harvester is harvesting grain', 'Several machines are processing grain in the wheat field', 'The harvester is harvesting rice', 'Four harvesters are harvesting wheat fields', 'Machines harvesting rice in the field']"
G_23585,"['Rain hitting the leaves', 'Pea sized raindrops pounding on the leaves', 'Many places are experiencing heavy rain', 'Many places are experiencing heavy rain', 'Green leaves']"
G_23556,"['Overlooking the city from the sky', 'A city is well constructed', 'Many people attend job fairs', 'Many people attend job fairs', 'Drone aerial photography of the scenery of the new area']"
G_23243,"['White text displayed on the black electronic screen', 'Screen displaying text', 'Many grounded flights', 'Across from the pavilion is a bustling modern architectural complex', 'There is information on the screen']"
G_23189,"['Several men entered a building', 'Two people walked into the bank', 'Scene at the bank entrance', 'A building with glass doors', 'Two people walking']"
G_23527,"['Three men are listening to another man talking', 'Several people are studying and discussing', 'Several men wearing work clothes are having a conversation', 'Two men holding airplane models are talking', 'A person in military uniform is speaking']"
G_23562,"['Many people gathered together for a meeting', 'Many people wearing suits and masks are sitting in front of the green table listening to the person sitting in the middle speaking', 'Many administrative personnel are in a meeting', 'Many administrative personnel are in a meeting', 'A group of people dressed in black are taking notes in a meeting']"
G_23058,"['The rotating display screen displays the waiting screen', 'You can see the situation of the station during monitoring', 'Many people come and go in railway monitoring', 'Two screens display populations of different densities', 'The surveillance screen shows a hall with many people sitting']"
G_23526,"['A plane is taking off', 'Several soldiers are sitting in the command room', 'A plane has taken off', 'A plane takes off immediately after landing', 'The plane took off from the runway']"
G_23252,"['There are many cars and pedestrians on the street', 'Some cruise ships are sailing in the river', 'Many cars and pedestrians pass through the streets', 'Cars driving on the road', 'Many cars and people on the ground']"
G_23021,"['A metal drill bit is advancing in the soil', 'A metal product meanders underground', 'A pipe extends underground', 'The pipeline twisted underground and advanced', 'Schematic diagram of the drill bit meandering underground']"
G_23313,"['A group of people are having a meeting in the room', 'A man in a black suit is giving a speech', 'A group of people sitting on chairs', 'Speech by the representative in black', 'A group of people in suits are in a meeting']"
G_23511,"['A group of people discussing in American architecture', 'Several men are being interviewed', 'Several people in suits sat together and talked', 'Five men sitting together talking', 'Several people in suits sat talking']"
G_23160,"['Some people shop in supermarkets', 'People walking on the streets', 'People are browsing supermarkets', 'A group of people are shopping in the supermarket', 'A group of people walking on the road']"
G_23276,"['There is a lot of water under the bridge', 'There are scattered cars on the street', 'A bridge with water on both sides', 'Many people operate excavators to block embankments', 'Two bridges on the ground']"
G_23191,"['Many people walk on the street', 'Tourists eat by the street', 'Night travelers are shopping', 'A group of people walking on the street', 'A group of people walking on the street']"
G_23387,"['People are queuing to pay their bills and waiting outside the door for treatment', 'Many tall buildings are bathed in the sunshine', 'The white building is bathed in sunlight', 'Various residential buildings stand neatly in a forest', 'Many high-rise residential buildings']"
G_23415,"['A person wearing blue clothes fidgeting with plants in the water', 'Farmers are observing the growth of crops', 'Experts are conducting on-site inspections of flooded rice', 'Paddy fields, people in paddy fields', 'A group of people gathered around the rice field']"
G_23543,"['A rain dampened the ground', 'The torrential rain fell on the street', ""It's raining on the street"", 'A white car is driving in the rain', 'Driving in the rain']"
G_23343,"['Four people walking in front of a group of people', 'The honor guard is divided into two teams to welcome the Prime Minister and his wife', 'Four people walked through the crowd next to them', 'People welcome four people', 'Two men in suits and two women pass by the guards on both sides']"
G_23308,"['Excavator excavates stones', 'Excavator digging stones in the river channel', 'Excavator digging stones in the water', 'The train passes through the bridge', 'A excavator pushed the stones into the river']"
G_23130,"['The road conditions of some highways', 'The highway is very congested', 'Many cars are driving on highways', 'Many vehicles are driving on highways', 'Vehicles passing on highways']"
G_23099,"['Tourists return from railways and airplanes', 'Many cars are driving on the highway', 'Many people travel at stations, airports, and on highways', 'Many cars are driving on the highway', 'Many cars are queuing up on the road']"
G_23374,"['Tourists walk down the stairs', 'A turbid river flows in the middle of the city', 'Green trees on rainy days', 'There are many buildings along the river bank', 'The River Surface in the Yin World']"
G_23087,"['Patients queue up to pay fees in hospitals', 'Some people are sitting in the corridor waiting', 'People wait for medical treatment outside the hospital and come and go', 'Many people sit on chairs in front of the door', 'Many people are sitting on chairs']"
G_23510,"['A white building in the United States stands during the day', 'A palace bathed in the sunlight', 'A white dome building bathed in sunlight', 'A white palace bathed in the sunlight', 'The White House during the day']"
G_23330,"['Vehicle driving on the road', 'A group of workers are forming a circle in the workshop to discuss', 'The person wearing a helmet is speaking', 'Excavator excavation', 'A group of people wearing red and yellow safety helmets are discussing']"
